0.000	0.000	0.000	0.0	0.0	0.0
0.000	0.000	0.000	1.0	0.0	0.0
-0.027	0.000	0.000	1.0	1.0	0.0
-0.152	-0.027	0.000	1.0	1.0	1.0
-0.273	-0.152	-0.027	1.0	1.0	1.0
-0.421	-0.273	-0.152	1.0	1.0	1.0
-0.547	-0.421	-0.273	1.0	1.0	1.0
-0.669	-0.547	-0.421	1.0	1.0	1.0
-0.766	-0.669	-0.547	1.0	1.0	1.0
-0.849	-0.766	-0.669	1.0	1.0	1.0
